id,order_id,sku_code,qty,unit_price
225746,ORD-000151652,NQ-TOP-004-3XL-GRY,1,39000
1780178,ORD-001200059,NQ-TOP-004-M-BLK,1,39000
805762,ORD-000541690,NQ-PNT-001-2XL-BEG,1,49000
836515,ORD-000562732,NQ-TOP-001-2XL-LYL,1,39000
1134097,ORD-000764233,TRD-OUT-03-WAV-002-S-BLK,1,69000
1377339,ORD-000928393,NQ-CLR-MUT-006-L-CRM,1,35000
102050,ORD-000068160,NQ-TOP-001-S-BLK,1,39000
557588,ORD-000374330,NQ-TOP-002-L-GRY,1,39000
721052,ORD-000483834,NQ-OUT-002-M-NVY,1,89000
323106,ORD-000216816,NQ-TOP-002-2XL-GRY,1,39000
1551928,ORD-001045855,NQ-TOP-002-XL-BLK,1,39000
202011,ORD-000135573,NQ-TOP-001-XL-LYL,1,39000
1283303,ORD-000865193,NQ-ACC-BAG-001-FREE-BEG,1,19000
1224656,ORD-000825602,NQ-PNT-001-3XL-BLK,1,49000
1782068,ORD-001201355,NQ-ACC-BAG-001-FREE-WHT,1,19000
819480,ORD-000551302,NQ-TOP-002-XL-GRY,1,39000
1501842,ORD-001012244,NQ-PNT-001-S-BLK,1,49000
1398848,ORD-000942773,NQ-PNT-001-4XL-KHK,1,49000
158793,ORD-000106217,NQ-CLR-WRM-001-S-IVR,1,35000
363477,ORD-000243965,NQ-OUT-001-S-BLK,1,89000
760178,ORD-000510320,NQ-PNT-001-XS-KHK,1,49000
290568,ORD-000195266,NQ-PNT-001-S-GRY,1,49000
262479,ORD-000176402,NQ-CLR-COOL-005-M-IVR,1,35000
109313,ORD-000073062,NQ-CLR-WRM-001-L-IVR,1,35000
742002,ORD-000498063,NQ-TOP-003-4XL-NVY,1,39000
1429213,ORD-000963106,NQ-TOP-002-S-GRY,1,39000
1101282,ORD-000742188,TRD-OUT-03-STR-001-S-BLK,1,69000
439734,ORD-000294974,NQ-TOP-001-M-BLK,1,39000
1328209,ORD-000895476,NQ-TOP-002-L-NVY,1,39000
1416162,ORD-000954332,NQ-DRS-001-S-IVR,1,59000
1578198,ORD-001063384,NQ-TOP-001-M-BLK,1,39000
175314,ORD-000117391,NQ-PNT-002-4XL-BLK,1,49000
236545,ORD-000158979,NQ-TOP-001-S-ORC,1,39000
916642,ORD-000617261,NQ-CLR-MUT-003-S-ASH,1,35000
524893,ORD-000352026,NQ-CLR-WRM-001-M-ASH,1,35000
520966,ORD-000349351,NQ-PNT-001-XL-BEG,1,49000
336445,ORD-000225702,NQ-CLR-WRM-004-M-IVR,1,35000
1700116,ORD-001145285,NQ-TOP-001-S-SKB,1,39000
1681370,ORD-001132438,NQ-DRS-002-M-IVR,1,59000
1367093,ORD-000921531,NQ-TOP-004-2XL-WHT,1,39000
1438034,ORD-000969013,NQ-CLR-WRM-001-S-ASH,1,35000
1387719,ORD-000935376,NQ-PNT-001-3XL-BEG,1,49000
1073925,ORD-000723982,NQ-PNT-001-L-NVY,1,49000
984697,ORD-000664127,NQ-PNT-003-L-BLK,1,49000
1136133,ORD-000765609,NQ-DRS-001-M-IVR,1,59000
1451583,ORD-000978196,NQ-PNT-003-M-BEG,1,49000
1586289,ORD-001068748,NQ-PNT-001-3XL-KHK,1,49000
1104943,ORD-000744630,NQ-CLR-MUT-003-M-IVR,1,35000
1714868,ORD-001155424,NQ-PNT-001-2XL-BLK,1,49000
356609,ORD-000239334,NQ-PNT-001-L-BEG,1,49000
844721,ORD-000568225,NQ-TOP-001-M-GRY,1,39000
243325,ORD-000163564,NQ-TOP-001-XL-BLK,1,39000
387147,ORD-000259792,NQ-TOP-001-S-BLK,1,39000
525054,ORD-000352141,NQ-CLR-COOL-005-L-ASH,1,35000
1366716,ORD-000921279,NQ-PNT-003-L-BEG,1,49000
1328486,ORD-000895666,NQ-TOP-001-XL-NVY,1,39000
1401548,ORD-000944568,NQ-TOP-001-XL-WHT,1,39000
1685000,ORD-001134909,NQ-OUT-002-L-BLK,1,89000
1406681,ORD-000948011,NQ-CLR-WRM-001-M-CRM,1,35000
568706,ORD-000381788,NQ-TOP-001-L-WHT,1,39000
725108,ORD-000486579,NQ-OUT-001-S-GRY,1,89000
1279120,ORD-000862382,NQ-PNT-001-XS-BEG,1,49000
